word,meaning,word_type,last_sound,can_combine
ಕೊನೆಗೊಂಡಿತು,,,ು,yes
ಹೈದರಾಬಾದನ,,,ನ,yes
ಒಳಪಟ್ಟಿತು,,,ು,yes
ಮರಾಠರಿಂದ,,,ದ,yes
ನಿಜಾಮರು,,,ು,yes
ಸೋಲಲ್ಪಟ್ಟಾಗ,,,ಗ,yes
ನಿಜಾಮರಿಂದ,,,ದ,yes
ಮರಾಠ,,,ಠ,yes
ಪೇಶಾವರ,,,ರ,yes
ಅಳ್ವಿಕೆಗೆ,,,ೆ,yes
ಒಳಪಟ್ಟಿತ್ತು,,,ು,yes
ಆಂಗ್ಲೋ,,,ೋ,yes
ಯುದ್ದದಲ್ಲಿ,,,ಿ,yes
ಬ್ರಿಟಿಷರಿಂದ,,,ದ,yes
ಮರಾಠರು,,,ು,yes
ಬ್ರಿಟಿಷರ,,,ರ,yes
ವಿಜಾಪುರನ್ನು,,,ು,yes
ಬ್ರಿಟಿಷ,,,ಷ,yes
ಈಸ್ಟ್,,,್,yes
ಇಂಡಿಯಾ,,,ಾ,yes
ಕಂಪನಿಗೆ,,,ೆ,yes
ಹಸ್ತಾಂತರಿಸಲಾಯಿತು,,,ು,yes
ಸಾತಾರಾ,,,ಾ,yes
ರಾಜರಿಗೆ,,,ೆ,yes
ಓಪ್ಪಿಸಲಾಯಿತು,,,ು,yes
ಮುಂಬಯಿ,,,ಿ,yes
ಪ್ರಾಂತ್ಯಕ್ಕೆ,,,ೆ,yes
ಸೇರಿಸಲಾಯಿತು,,,ು,yes
ನಿರೂಪಿಸಲ್ಪಟ್ಟ,,,ಟ,yes
ಕಲದಗಿ,,,ಿ,yes
ಈಗಿನ,,,ನ,yes
ಬಾಗಲಕೋಟೆ,,,ೆ,yes
ಜಿಲ್ಲೆಗಳು,,,ು,yes
ಸೇರಿಸಲ್ಪಟ್ಟವು,,,ು,yes
ಜಿಲ್ಲಾಡಳಿತ,,,ತ,yes
ಪ್ರದೇಶವಾಗಿ,,,ಿ,yes
ಎರಡನೇ,,,ೇ,yes
ನಗರವಾಗಿತ್ತು,,,ು,yes
ಕಿಲೋಮಿಟರಗಳು,,,ು,yes
ರಾಯಚೂರು,,,ು,yes
ದಕ್ಷಿಣಕ್ಕೆ,,,ೆ,yes
ಬೆಳಗಾವಿ,,,ಿ,yes
ಸಾಂಗಲಿ,,,ಿ,yes
ಸೊಲಾಪುರ,,,ರ,yes
ಜಿಲ್ಲೆಯಿಂದ,,,ದ,yes
ಆವೃತಗೊಂಡಿದೆ,,,ೆ,yes
ಹರಿಯುವ,,,ವ,yes
ನದಿಗಳೆಂದರೆ,,,ೆ,yes
ಕೃಷ್ಣಾ,,,ಾ,yes
ಬಿಜಾಪುರವನ್ನು,,,ು,yes
ಪಂಚನದಿಗಳ,,,ಳ,yes
ನಾಡು,,,ು,yes
ಕರೆಯಲಿಗುತ್ತದೆ,,,ೆ,yes
ಬಿಜಾಪುರದಲ್ಲಿ,,,ಿ,yes
ನದಿಗಳು,,,ು,yes
ಕೃಷ್ಣ,,,ಣ,yes
ಘಟಪ್ರಭಾ,,,ಾ,yes
ದೋಣಿ,,,ಿ,yes
ಮಲಪ್ರಭಾ,,,ಾ,yes
ಪಂಜಾಬ್ವಿ,,,ಿ,yes
ಜಾಪುರ,,,ರ,yes
ಪುಣೆಯಿಂದ,,,ದ,yes
ಮುಂಬಯಿದಿಂದ,,,ದ,yes
ಹೈದರಾಬಾದ್ದಿಂದ,,,ದ,yes
ಗೋವದಿಂದ,,,ದ,yes
ಗುಲ್ಬರ್ಗಾಾದಿಂದ,,,ದ,yes
ಧಾರವಾಡದಿಂದ,,,ದ,yes
ಹುಬ್ಬಳ್ಳಿಯಿಂದ,,,ದ,yes
ಬೆಳಗಾವಿಯಿಂದ,,,ದ,yes
ವಿಸ್ತೀರ್ಣವನ್ನು,,,ು,yes
ಭೌಗೋಳಿಕದಲ್ಲಿ,,,ಿ,yes
ಪಶ್ಚಿಮ,,,ಮ,yes
ದಪ್ಪಗಿನ,,,ನ,yes
ಅಕ್ಷರ,,,ರ,yes
ಬಿಜಾಪೂರದಲ್ಲಿ,,,ಿ,yes
ರಾಜ್ಯದಲ್ಲಿಯೇ,,,ೇ,yes
ವೆಂದೇ,,,ೇ,yes
ಗುರುತಿಸಲ್ಪಡುತ್ತದೆ,,,ೆ,yes
ಒಕ್ಕಲುತನ,,,ನ,yes
ಕೆಲವೊಂದು,,,ು,yes
ಗ್ರಾಮಗಳಲ್ಲಿ,,,ಿ,yes
ಚಡಚಣ,,,ಣ,yes
ತಾಂಬಾ,,,ಾ,yes
ವಂದಾಲ,,,ಲ,yes
ಮುಂ,,,ಂ,yes
ನೇಕಾರಿಕೆ,,,ೆ,yes
ಚಿಕ್ಕು,,,ು,yes
ಹಣ್ಣುಗಳು,,,ು,yes
ಪರರಾಜ್ಯಗಳಿಗೆ,,,ೆ,yes
ಪರದೇಶಗಳಿಗೆ,,,ೆ,yes
ರಫ್ತು,,,ು,yes
ಆಗುತ್ತವೆ,,,ೆ,yes
ಕೆನೆಮೊಸರುಗಳು,,,ು,yes
ಲಕ್ಷಕ್ಕೂ,,,ೂ,yes
ಸಾಕ್ಷರರಾಗಿದ್ದಾರೆ,,,ೆ,yes
ಚಾರಿತ್ರಿಕ,,,ಕ,yes
ಆಕರ್ಷಣೆಗಳಿವೆ,,,ೆ,yes
ಮುಖ್ಯವಾಗಿ,,,ಿ,yes
ಮುಸ್ಲಿಮ್,,,್,yes
ವಾಸ್ತುಶಿಲ್ಪಕ್ಕೆ,,,ೆ,yes
ಹೆಸರಾಗಿದೆ,,,ೆ,yes
ವಾಸ್ತುಶಿಲ್ಪಗಳು,,,ು,yes
ಗೋಲ್,,,್,yes
ಗುಂಬಜ್,,,್,yes
ಮಹಮದ್,,,್,yes
ಶಾ,,,ಾ,yes
ಗೋರಿಯಾಗಿ,,,ಿ,yes
ಕಟ್ಟಲಾದ,,,ದ,yes
ಸ್ಮಾರಕ,,,ಕ,yes
ವಾಸ್ತುಶಿಲ್ಪಿಗಳಾದ,,,ದ,yes
ಯಾಕುತ್,,,್,yes
ದಬೂಲ್ರವರು,,,ು,yes
ನಿರ್ಮಿಸಿದ್ದಾರೆ,,,ೆ,yes
ಉದ್ದ,,,ದ,yes
ಅಗಲ,,,ಲ,yes
ಹೊರಗಡೆ,,,ೆ,yes
ಎತ್ತರ,,,ರ,yes
ಒಳಗಡೆ,,,ೆ,yes
ಮೇಲಿನ,,,ನ,yes
ಗೋಲಾಕಾರದ,,,ದ,yes
ವ್ಯಾಸ,,,ಸ,yes
ಅದರಂತೆ,,,ೆ,yes
ಅಂತಸ್ತುಗಳಿವೆ,,,ೆ,yes
ವಿಶ್ವದ,,,ದ,yes
ಎರಡನೆ,,,ೆ,yes
ಮಾನವನಿರ್ಮಿತ,,,ತ,yes
ಇಟಲಿಯ,,,ಯ,yes
ರೋಮ್,,,್,yes
ಬೆಸಿಲಿಕಾ,,,ಾ,yes
ಆಕರ್ಷಣೆಯೆಂದರೆ,,,ೆ,yes
ಇದರೊಳಗಿನ,,,ನ,yes
ಪ್ರಧಾನ,,,ನ,yes
ಕೊಠಡಿಯಲ್ಲಿ,,,ಿ,yes
ಶಬ್ದವೂ,,,ೂ,yes
ಬಾರಿ,,,ಿ,yes
ಪ್ರತಿಧ್ವನಿತವಾಗುತ್ತದೆ,,,ೆ,yes
ಹಾಗೆಯೆ,,,ೆ,yes
ಪಿಸುಗುಟ್ಟುವ,,,ವ,yes
ಕೇಳಿಬರುತ್ತದೆ,,,ೆ,yes
ಹತ್ತಿರ,,,ರ,yes
ಶಾಹಿಗಳಿಗೆ,,,ೆ,yes
ಸಂಭದಿಸಿದ,,,ದ,yes
ಸಂಗ್ರಾಹಾಲಯವು,,,ು,yes
ಇಬ್ರಾಹಿಮ್,,,್,yes
ರೋಜಾ,,,ಾ,yes
ಆತನ,,,ನ,yes
ರಾಣಿಯಾದ,,,ದ,yes
ತಾಜ್,,,್,yes
ಸುಲ್ತಾನಳ,,,ಳ,yes
ಗೋರಿ,,,ಿ,yes
ಶಿಲೆಯಲ್ಲಿ,,,ಿ,yes
ಕಟ್ಟಲ್ಪಟ್ಟ,,,ಟ,yes
ಉದ್ದಳತೆಯ,,,ಯ,yes
ಸಮರೂಪತೆಗೆ,,,ೆ,yes
ಶಿಲ್ಪಿ,,,ಿ,yes
ಮಲಿಕ್,,,್,yes
ಸಂದಾಲ್,,,್,yes
ಇರಾನ್,,,್,yes
ದೇಶದವನಾಗಿದ್ದು,,,ು,yes
ಶಿಲ್ಪಿಯ,,,ಯ,yes
ಗೋರಿಯೂ,,,ೂ,yes
ಇಲ್ಲಿಯೇ,,,ೇ,yes
ವಿನ್ಯಾಸ,,,ಸ,yes
ಮಹಲ್,,,್,yes
ವಿನ್ಯಾಸಕ್ಕೆ,,,ೆ,yes
ಸ್ಫೂರ್ತಿಯಾಯಿತೆಂಬ,,,ಬ,yes
ಹೇಳಿಕೆಯಿದೆ,,,ೆ,yes
ಮೈದಾನ್,,,್,yes
ಫಿರಂಗಿ,,,ಿ,yes
ತೋಪ್,,,್,yes
ಬಿನ್,,,್,yes
ಹುಸ್ಸೇನ್,,,್,yes
ರುಮಿವು,,,ು,yes
ನಿರ್ಮಿಸಿದ್ದಾನೆ,,,ೆ,yes
ದೊಡ್ಡದಾದ,,,ದ,yes
ಫಿರಂಗಿಗಳಲ್ಲಿ,,,ಿ,yes
ಮೀಟರ,,,ರ,yes
ಟನ್,,,್,yes
ತೂಕ,,,ಕ,yes
ಶತಮಾನದಲ್ಲಿ,,,ಿ,yes
ಅಮ್ಮದನಗರದಿಂದ,,,ದ,yes
ಆನೆಗಳು,,,ು,yes
ಎತ್ತುಗಳು,,,ು,yes
ನೂರಾರು,,,ು,yes
ಮನುಷ್ಯರು,,,ು,yes
ಎಳೆದು,,,ು,yes
ತಂದಿದ್ದಾರೆ,,,ೆ,yes
ಫಿರಂಗಿಯನ್ನು,,,ು,yes
ಯುದ್ದಕ್ಕಾಗಿ,,,ಿ,yes
ಬಳಸಲಾಗುತ್ತಿತ್ತು,,,ು,yes
ಜುಮ್ಮಾ,,,ಾ,yes
ಮಸೀದಿಯನ್ನು,,,ು,yes
ಸ್ಕ್ವೇರ್,,,್,yes
ಒಂದೆ,,,ೆ,yes
ಬಾರಿಗೆ,,,ೆ,yes
ಪ್ರಾರ್ಥನೆ,,,ೆ,yes
ಮಾಡಬಹುದಾಗಿದೆ,,,ೆ,yes
ಅನುಯಾಯಿಗಳು,,,ು,yes
ಪ್ರಾರ್ಥನೆಗಾಗಿ,,,ಿ,yes
ಉಪಯೋಗಿಸುತ್ತಿದ್ದರು,,,ು,yes
ಮಸೀದಿಯಲ್ಲಿ,,,ಿ,yes
ಕುರಾನಿನ,,,ನ,yes
ಬಂಗಾರದ,,,ದ,yes
ಹೊತ್ತಿಗೆಯಿದೆ,,,ೆ,yes
ಬಾರಾ,,,ಾ,yes
ಕಮಾನ್,,,್,yes
ಕಮಾನ್ನನ್ನು,,,ು,yes
ಅಲಿ,,,ಿ,yes
ಹನ್ನೆರಡು,,,ು,yes
ಎತ್ತರದ,,,ದ,yes
ಅಂತಸ್ತಿನ,,,ನ,yes
ಕಮಾನುಗಳುಳ್ಳ,,,ಳ,yes
ಸ್ಮಾರಕವಾಗಿ,,,ಿ,yes
ಯೋಜನೆ,,,ೆ,yes
ಮಾಡಲಾಗಿತ್ತು,,,ು,yes
ಅರ್ಧಕ್ಕೆ,,,ೆ,yes
ನಿಲ್ಲಿಸಿದ,,,ದ,yes
ಸ್ಮಾರಕವಾಗಿದೆ,,,ೆ,yes
ಅಸರ,,,ರ,yes
ಮಹಲ್ನ್ನು,,,ು,yes
ನ್ಯಾಯಾಲಯದ,,,ದ,yes
ಸಂಕೀರ್ಣವಾಗಿ,,,ಿ,yes
ಪ್ರವೇಶವಿಲ್ಲ,,,ಲ,yes
ಕೆರೆಗಳಿವೆ,,,ೆ,yes
ಗಗನ್,,,್,yes
ಸ್ವರ್ಗದ,,,ದ,yes
ಅರಮನೆ,,,ೆ,yes
ದರ್ಬಾರ್,,,್,yes
ಹಾಲ್,,,್,yes
ಕರೆಯುತ್ತಿದ್ದರು,,,ು,yes
ಕಮಾನು,,,ು,yes
ಉದ್ದವಾಗಿದ್ದು,,,ು,yes
ಎತ್ತರವಾದ,,,ದ,yes
ಚಿಕ್ಕದಾದ,,,ದ,yes
ಕಮಾನುಗಳನ್ನು,,,ು,yes
ಮಾಡಿ,,,ಿ,yes
ಇನ್ನಿತರ,,,ರ,yes
ಆಚರಿಸಲು,,,ು,yes
ಮಹಲ್ವು,,,ು,yes
ಬಿಜಾಪೂರ,,,ರ,yes
ಹೊರ,,,ರ,yes
ವಲಯದ,,,ದ,yes
ತೊರವಿ,,,ಿ,yes
ಗ್ರಾಮದಲ್ಲಿದ್ದು,,,ು,yes
ಆಚರಿಸುತ್ತಿದ್ದರು,,,ು,yes
ಉಪ್ಪಲಿ,,,ಿ,yes
ಬುರಜ್,,,್,yes
ಬುರಜ್ನ್ನು,,,ು,yes
ಹೈದರ,,,ರ,yes
ಖಾನ್ನು,,,ು,yes
ಎತ್ತರವಾಗಿದ್ದು,,,ು,yes
ಉದ್ದವಿರುವ,,,ವ,yes
ಫಿರಂಗಿಗಳಿವೆ,,,ೆ,yes
ಎಂತಲೂ,,,ೂ,yes
ಕರೆಯುತ್ತಾರೆ,,,ೆ,yes
ಜೋಡ,,,ಡ,yes
ಗುಮ್ಮಟ,,,ಟ,yes
ಅವಳಿ,,,ಿ,yes
ಗುಮ್ಮಟದ,,,ದ,yes
ಆಕಾರದಲ್ಲಿರುವ,,,ವ,yes
ಅಷ್ಟಭುಜಾಕೃತಿಯ,,,ಯ,yes
ಸಮಾಧಿಗಳಾಗಿವೆ,,,ೆ,yes
ಸೇನಾಧಿಕಾರಿಯಾದ,,,ದ,yes
ಮಹಮ್ಮದ್,,,್,yes
ಆಧ್ಯಾತ್ಮಿಕ,,,ಕ,yes
ಸಲಹೆಗಾರನಾದ,,,ದ,yes
ಅಬ್ದುಲ್,,,್,yes
ರಜಾಕ್,,,್,yes
ಖಾದ್ರಿ,,,ಿ,yes
ನಿನಪಿಗಾಗಿ,,,ಿ,yes
ನಿರ್ಮಿಸಲಾಗಿದೆ,,,ೆ,yes
ಮೆಹತರ,,,ರ,yes
ಮಹಲನ್ನು,,,ು,yes
ಶಾನು,,,ು,yes
ಕಸಗೂಡಿಸುವರಿಗಾಗಿ,,,ಿ,yes
ನಿರ್ಮಿಸಿದ್ದನು,,,ು,yes
ಇಂಡೋ,,,ೋ,yes
ಸಾರ್ಸೆನಿಕ್,,,್,yes
ಶೈಲಿಯಲ್ಲಿ,,,ಿ,yes
ಬೌಡಿ,,,ಿ,yes
ಮೆಕ್ಕಾ,,,ಾ,yes
ಗೇಟ್,,,್,yes
ಗೇಟುಗಳಲ್ಲಿ,,,ಿ,yes
ಬೌಡಿಯು,,,ು,yes
ಬಾವಿಯಿದ್ದು,,,ು,yes
ಸುಲ್ತಾನ್ಳ,,,ಳ,yes
ನೆನಪಿಗಾಗಿ,,,ಿ,yes
ಕಟ್ಟಿಸಿದ್ದಾನೆ,,,ೆ,yes
ಬಾವಿಯ,,,ಯ,yes
ನೀರನ್ನು,,,ು,yes
ಕುಡಿಯಲು,,,ು,yes
ಸ್ನಾನಕ್ಕಾಗಿ,,,ಿ,yes
ಮೂರ್ತಿಗಳನ್ನು,,,ು,yes
ಮುಳುಗಿಸಲು,,,ು,yes
ಕಾರ್ಯಗಳಿಗಾಗಿ,,,ಿ,yes
ಚಾಂದ್,,,್,yes
ಲೀಟರ್,,,್,yes
ಸಂಗ್ರಹಿಸಿ,,,ಿ,yes
ರಾಜಧಾನಿಗೆ,,,ೆ,yes
ಪೂರೈಸಲಾಗುತ್ತಿತ್ತು,,,ು,yes
ಶಾಹಿಯು,,,ು,yes
ಪತ್ನಿಯಾದ,,,ದ,yes
ಚಾಂದ,,,ದ,yes
ಬೇಬಿಯ,,,ಯ,yes
ಸ್ಮರಣೆಗಾಗಿ,,,ಿ,yes
ಸಾತ್,,,್,yes
ಮಂಜಿಲ್,,,್,yes
ಹೆಸರೆ,,,ೆ,yes
ಹೇಳವಂತೆ,,,ೆ,yes
ಅಂತಸ್ತುಗಳ್ಳುಳ್ಳ,,,ಳ,yes
ಕಟ್ಟಡವಾಗಿದ್ದು,,,ು,yes
ನೋಡಲು,,,ು,yes
ಸುಂದರವಾಗಿದೆ,,,ೆ,yes
ಜಲ,,,ಲ,yes
ಮಂಜಿಲ್ನ್ನು,,,ು,yes
ರಾಣಿಯರ,,,ರ,yes
ಸ್ನಾನದ,,,ದ,yes
ಗೃಹವಾಗಿ,,,ಿ,yes
ಆನಂದ,,,ದ,yes
ಷಾರವರು,,,ು,yes
ಕಟ್ಟಿಸಿದ್ದಾರೆ,,,ೆ,yes
ಕೋಟೆ,,,ೆ,yes
ಬಹುಶಃ,,,ಃ,yes
ಕೋಟೆಗಳಲ್ಲೊಂದು,,,ು,yes
ವೃತ್ತಾಕಾರದಲ್ಲಿರುವ,,,ವ,yes
ಕೋಟೆಯ,,,ಯ,yes
ಹೊರಸುತ್ತಿನ,,,ನ,yes
ಸುತ್ತಳತೆ,,,ೆ,yes
ವಿಸ್ತಾರದ,,,ದ,yes
ಪರಿಚಯವಾಗುತ್ತದೆ,,,ೆ,yes
ಕಲ್ಲುಗಳಿಂದ,,,ದ,yes
ಕಟ್ಟಿರುವ,,,ವ,yes
ಕೆಲವೆಡೆ,,,ೆ,yes
ಅಡಿಗಳಷ್ಟು,,,ು,yes
ದಪ್ಪವಿದೆ,,,ೆ,yes
ಸುತ್ತ,,,ತ,yes
ಅಗಲದ,,,ದ,yes
ಕಂದಕವಿದೆ,,,ೆ,yes
ಸುರಕ್ಷತೆಯ,,,ಯ,yes
ದೃಷ್ಟಿಯಿಂದ,,,ದ,yes
ಬಲಿಷ್ಠವೆಂದೇ,,,ೇ,yes
ನೋಡಬೇಕಾದ,,,ದ,yes
ಸ್ಥಳಗಳು,,,ು,yes
ಒಳಕೋಟೆಯಾದ,,,ದ,yes
ಅರಕಿಲ್ಲಾ,,,ಾ,yes
ಇಬ್ರಾಹೀಂ,,,ಂ,yes
ಕಟ್ಟಿಸಿದ,,,ದ,yes
ಆನಂದಮಹಲ್,,,್,yes
ದೇವಾಲಯಗಳ,,,ಳ,yes
ಚಪ್ಪಡಿ,,,ಿ,yes
ಕಂಬ,,,ಬ,yes
ಬಳಸಿ,,,ಿ,yes
ವಾಸ್ತು,,,ು,yes
ರೀತ್ಯ,,,ಯ,yes
ಕಟ್ಟಲಾಗಿರುವ,,,ವ,yes
ಕರೀಮುದ್ದೀನನ,,,ನ,yes
ರಾಜಸಭಾ,,,ಾ,yes
ಸದನ,,,ನ,yes
ಕಟ್ಟಡಗಳಾದ,,,ದ,yes
ಜಲಮಂಜಿಲ್,,,್,yes
ಅಸಾರ್,,,್,yes
ನಗರ್,,,್,yes
ಖಾನಾ,,,ಾ,yes
ಜಹಾಜ್,,,್,yes
ಜಾಮಿ,,,ಿ,yes
ಇಬ್ರಾಹಿಂ,,,ಂ,yes
ರೋಜಾದ,,,ದ,yes
ವಾಸ್ತುವೇ,,,ೇ,yes
ತಾಜಮಹಲಿಗೆ,,,ೆ,yes
ಬುನಾದಿಯೆಂದು,,,ು,yes
ಹೇಳಲಾಗುತ್ತದೆ,,,ೆ,yes
ದೇವಾಲಯಗಳು,,,ು,yes
ಬೃಹತ,,,ತ,yes
ಪ್ರತಿಮೆ,,,ೆ,yes
ಮೂರನೇಯ,,,ಯ,yes
ಪ್ರತಿಮೆಯಾಗಿದೆ,,,ೆ,yes
ಸಿದ್ದೇಶ್ವರ,,,ರ,yes
ಸಹಸ್ರ,,,ರ,yes
ಫಣಿ,,,ಿ,yes
ಜಿನಾಲಯ,,,ಯ,yes
ರುಕ್ಮಾಂಗದ,,,ದ,yes
ಪಂಡಿತರ,,,ರ,yes
ಸಮಾಧಿ,,,ಿ,yes
ಸಮೀಪದ,,,ದ,yes
ಪ್ರವಾಸಿ,,,ಿ,yes
ಜನಸಂಖ್ಯೆಯು,,,ು,yes
ಅಧಿಕವಾಗಿದೆ,,,ೆ,yes
ಧರ್ಮಗಳು,,,ು,yes
ನಗರದಲ್ಲಿ,,,ಿ,yes
ಕ್ರಿಸ್ಟಿಯನ್,,,್,yes
ಜೈನ,,,ನ,yes
ಭಾಷೆಗಳು,,,ು,yes
ಹಣಕಾಸು,,,ು,yes
ಕಾರ್ಯಾನಿರ್ವಹಿಸುತ್ತವೆ,,,ೆ,yes
ಬಸವನ,,,ನ,yes
ಬಾಗೇವಾಡಿ,,,ಿ,yes
ರಸ್ತೆಯ,,,ಯ,yes
ಇಬ್ರಾಹಿಮಪುರ,,,ರ,yes
ಗೇಟಿನ,,,ನ,yes
ಬಳಿ,,,ಿ,yes
ಕಚೇರಿಯಿದೆ,,,ೆ,yes
ಆರ್ಥಿಕವಾಗಿ,,,ಿ,yes
ಹಿಂದುಳಿದಿದೆ,,,ೆ,yes
ಬ್ಯಾಂಕುಗಳು,,,ು,yes
ಸರ್ಕಾರಿ,,,ಿ,yes
ರಾಷ್ತ್ರೀಕೃತ,,,ತ,yes
ಸಹಕಾರಿ,,,ಿ,yes
ಬ್ಯಾಂಕ,,,ಕ,yes
ವಿಕಾಸ,,,ಸ,yes
ಬ್ಯಾಂಕ್,,,್,yes
ವೈಶ್ಯ,,,ಯ,yes
ಸಿಂಡಿಕೇಟ್,,,್,yes
ಎಚ್,,,್,yes
ಎಪ್,,,್,yes
ಎಮ್,,,್,yes
ಕೆನರಾ,,,ಾ,yes
ಕಾರ್ಪೋರೇಶನ್,,,್,yes
ವಿಜಯ,,,ಯ,yes
ಯುನಿಯನ್,,,್,yes
ಪಂಜಾಬ್,,,್,yes
ನ್ಯಾಶನಲ್,,,್,yes
ಆಕ್ಸಿಸ್,,,್,yes
ಬರೋಡ,,,ಡ,yes
ಇಂಡಸಲ್ಯಾಂಡ್,,,್,yes
ಒವರಸೀಸ್,,,್,yes
ದೇನಾ,,,ಾ,yes
ಕ್ಯಾತೋಲಿಕ್,,,್,yes
ಸಿರಿಯನ್,,,್,yes
ಆಂಧ್ರ,,,ರ,yes
ಅಲಹಾಬಾದ್,,,್,yes
ಖಾಸಗಿ,,,ಿ,yes
ಮಹಾಲಕ್ಷ್ಮೀ,,,ೀ,yes
ಅರ್ಬನ್,,,್,yes
ನೌಕರರ,,,ರ,yes
ಚೈತನ್ಯ,,,ಯ,yes
ಪಿನಕೋಡ್,,,್,yes
ಸಂಕೇತಗಳು,,,ು,yes
ಕಚೇರಿಗಳಿವೆ,,,ೆ,yes
ಕಚೇರಿಯು,,,ು,yes
ರಸ್ತೆಯಲ್ಲಿದೆ,,,ೆ,yes
ಭಾಗದ,,,ದ,yes
ಸೈನಿಕ,,,ಕ,yes
ದರ್ಬಾರ,,,ರ,yes
ಗಲ್ಲಿ,,,ಿ,yes
ಕೇಂದ್ರಗಳು,,,ು,yes
ಆರಕ್ಷಕ,,,ಕ,yes
ಪೋಲಿಸ್,,,್,yes
ಠಾಣೆಗಳು,,,ು,yes
ಆಫೀಸ್,,,್,yes
ಕಚೇರಿಯೊಂದಿಗೆ,,,ೆ,yes
ಎಲ್ಲ,,,ಲ,yes
ಕಾರ್ಯನಿರ್ವಹಿಸುತ್ತವೆ,,,ೆ,yes
ಠಾಣೆ,,,ೆ,yes
ಆದರ್ಶ,,,ಶ,yes
ಟ್ರಾಫಿಕ್,,,್,yes
ಚೌಕ,,,ಕ,yes
ಜಲನಗರ,,,ರ,yes
ಆಸ್ಪ,,,ಪ,yes
ತ್ರೆಗಳು,,,ು,yes
ಒಳ್ಳೆಯ,,,ಯ,yes
ತ್ರೆ,,,ೆ,yes
ವಿಜಾಪೂರ,,,ರ,yes
ಪಾಟೀಲ,,,ಲ,yes
ವೈದ್ಯಕೀಯ,,,ಯ,yes
ಮಹಾವಿದ್ಯಾಲಯ,,,ಯ,yes
ಅಲ್,,,್,yes
ಅಮೀನ್,,,್,yes
ನಾಗೂರ,,,ರ,yes
ಬನಶಂಕರಿ,,,ಿ,yes
ಹೆರಿಗೆ,,,ೆ,yes
ಚಿರಂಜೀವಿ,,,ಿ,yes
ಸಂಜೀವಿನಿ,,,ಿ,yes
ಮಕ್ಕಳ,,,ಳ,yes
ಹೆಲ್ತ್,,,್,yes
ಸಿಟಿ,,,ಿ,yes
ಚೌಧರಿ,,,ಿ,yes
ಆಕಾಶವಾಣಿ,,,ಿ,yes
ಬಾನುಲಿ,,,ಿ,yes
ಅಥಣಿ,,,ಿ,yes
ಕೇಂದ್ರವಿದೆ,,,ೆ,yes
ಮೆಗಾ,,,ಾ,yes
ಹರ್ಟ್ಸ್,,,್,yes
ತರಂಗಾಂತರದಲ್ಲಿ,,,ಿ,yes
ವಾಹನ,,,ನ,yes
ಸಾರಿಗೆ,,,ೆ,yes
ಪಟ್ಟಣದಲ್ಲಿ,,,ಿ,yes
ಫೆಬ್ರುವರಿ,,,ಿ,yes
ಅತ್ಯ್ಯಾಧುನಿಕ,,,ಕ,yes
ಈಶಾನ್ಯ,,,ಯ,yes
ರಸ್ತೆ,,,ೆ,yes
ನಿಗಮದ,,,ದ,yes
ವಾಹನಗಳು,,,ು,yes
ಪ್ರಾರಭವಾಗಿ,,,ಿ,yes
ಜನತೆಗೆ,,,ೆ,yes
ಪ್ರಯಾಣದ,,,ದ,yes
ಸೌಕರ್ಯವನ್ನು,,,ು,yes
ಕಲ್ಪಿಸಲಾಗಿದೆ,,,ೆ,yes
ವಾಹನಗಳಿಗೆ,,,ೆ,yes
ವಿಕ್ಟರಿ,,,ಿ,yes
ಹೆಸರಿಸಲಾಗಿದೆ,,,ೆ,yes
ದಿನಕ್ಕೆ,,,ೆ,yes
ರೂ,,,ೂ,yes
ಯಂತೆ,,,ೆ,yes
ದಿನದ,,,ದ,yes
ಪಾಸನ್ನು,,,ು,yes
ಪಡೆದು,,,ು,yes
ತುಂಬೆಲ್ಲ,,,ಲ,yes
ಸರಕಾರೇತರ,,,ರ,yes
ವಾಹನಗಳುಜಿಲ್ಲೆಯಾದ್ಯಂತ,,,ತ,yes
ಸಂಚರಿಸುತ್ತವೆ,,,ೆ,yes
ಪೂನಾ,,,ಾ,yes
ಹೈದರಾಬಾದುಗಳಿಗೆ,,,ೆ,yes
ಐಷಾರಾಮಿ,,,ಿ,yes
ಬಸ್ಸುಗಳು,,,ು,yes
ಓಡಾಡುತ್ತವೆ,,,ೆ,yes
ಅಂತರರಾಜ್ಯ,,,ಯ,yes
ಗೋವಾ,,,ಾ,yes
ರೈಲು,,,ು,yes
ಬಿಜಾಪುರದಿಂದ,,,ದ,yes
ಹೊರಡುವ,,,ವ,yes
ರೈಲುಗಳು,,,ು,yes
ವಿಭಾಗವು,,,ು,yes
ರೈಲ್ವೆ,,,ೆ,yes
ವಿಮಾನಯಾನ,,,ನ,yes
ವಿಮಾನ,,,ನ,yes
ನಿಲ್ದಾಣ,,,ಣ,yes
ನಿಲ್ದಾಣವು,,,ು,yes
ಪಟ್ಟಣದಿಂದ,,,ದ,yes
ಮಧಬಾವಿ,,,ಿ,yes
ಭುರಣಾಪೂರ,,,ರ,yes
ಇದಕ್ಕಾಗಿ,,,ಿ,yes
ಸರಕಾರವು,,,ು,yes
ಎಕರೆ,,,ೆ,yes
ಭೂಮಿಯನ್ನು,,,ು,yes
ಖರೀದಿಸಿದೆ,,,ೆ,yes
ಜಲಸಾರಿಗೆ,,,ೆ,yes
ಬಂದರು,,,ು,yes
ನಗರಕ್ಕೆ,,,ೆ,yes
